event_name,event_id,fight_id,r_name,r_id,b_name,b_id,division,title_fight,method,finish_round,match_time_sec,total_rounds,referee
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,82338ba457fbe87f,Tim Elliott,c96d9178c9ed9e62,Kai Asakura,d33da8a3d82bdb62,Flyweight,0,Submission,2,279,3,Robert Madrigal
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,1d8dc0fb5d47357f,Chase Hooper,971246648e162f0d,Alexander Hernandez,262a7d06203657e6,Lightweight,0,KO/TKO,1,298,3,Jason Herzog
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,5b880d10b0ed7acc,Gerald Meerschaert,6ac9bc2953c47345,Michal Oleksiejczuk,0d65c432720accb9,Middleweight,0,KO/TKO,1,183,3,Herb Dean
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,42585ce706c086de,Geoff Neal,b997be68943010fc,Carlos Prates,7ee0fd831c0fe7c3,Welterweight,0,KO/TKO,1,299,3,Jason Herzog
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,12cedec11b37ddc0,Dricus Du Plessis,0d7b51c9d2649a6e,Khamzat Chimaev,767755fd74662dbf,Middleweight,1,Decision - Unanimous,5,300,5,Marc Goddard
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,bc63f1b2e52f603e,Edson Barboza,64a50dad704d1d49,Drakkar Klose,7cbf7c78d3b34218,Lightweight,0,Decision - Unanimous,3,300,3,Marc Goddard
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,a2eafd9e1d5031b1,Jessica Andrade,6a1901c62ab3870f,Loopy Godinez,8e5d953bdb9ae5e7,Flyweight,0,Decision - Unanimous,3,300,3,Nick Cimmarusti
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,9939d7073462e07e,Jared Cannonier,13a0275fa13c4d26,Michael Page,a67d071163962af8,Middleweight,0,Decision - Unanimous,3,300,3,Marc Goddard
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,9fa6a029f7f8241c,Lerone Murphy,396fe87b84ac2e1c,Aaron Pico,5537efc6e496dd84,Featherweight,0,KO/TKO,1,201,3,Herb Dean
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,5efd13a12be06706,Baisangur Susurkaev,d1feea7a4bdcd503,Eric Nolan,64b12fe31be7560c,Middleweight,0,Submission,2,121,3,Jason Herzog
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,88020d22cf905792,Karine Silva,9d62c2d8ee151f08,Dione Barbosa,27b388f0aab49780,Flyweight,0,Decision - Unanimous,3,300,3,Robert Madrigal
UFC 319: Du Plessis vs. Chimaev,421ccfc6ddb17958,68c423c7119004f3,Alibi Idiris,30cad5a751adcb48,Joseph Morales,2fe9032955c2e013,Flyweight,0,Submission,2,184,3,Nick Cimmarusti
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,6b8be0ee3e569ad2,Robert Whittaker,e1147d3d2dabe1ce,Reinier de Ridder,d549cefc7c54ab78,Middleweight,0,Decision - Split,5,300,5,Marc Goddard
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,d4d4ee045b0ca695,Petr Yan,d661ce4da776fc20,Marcus McGhee,c0ac37a4a1133da9,Bantamweight,0,Decision - Unanimous,3,300,3,Daniel Movahedi
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,887c61da1a78a5e1,Asu Almabayev,8d3273573b85be09,Jose Ochoa,88be62d6c1e6dadb,Flyweight,0,Decision - Unanimous,3,300,3,Jason Herzog
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,7c075e3383198e14,Muslim Salikhov,447f9858ae78f921,Carlos Leal,28d421729451c8ca,Welterweight,0,KO/TKO,1,42,3,Daniel Movahedi
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,77f960d82cda0b76,Nikita Krylov,1091d4d957141094,Bogdan Guskov,ef5dcb10d2bd4b0f,Light Heavyweight,0,KO/TKO,1,258,3,Marc Goddard
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,582d66ce97309e29,Shara Magomedov,06734ca9d88dec3a,Marc-Andre Barriault,8e9eb3fc86db0f7d,Middleweight,0,Decision - Unanimous,3,300,3,Jim Perdios
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,e72c691b7c68b03a,Bryce Mitchell,d9c6f19f958643e9,Said Nurmagomedov,0fd5f4b838e890cc,Bantamweight,0,Decision - Unanimous,3,300,3,Jim Perdios
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,3e6067763978d862,Amanda Ribas,beecb672a279223e,Tabatha Ricci,d25240135aee03e5,Flyweight,0,KO/TKO,2,179,3,Daniel Movahedi
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,23ddf51ce630028d,Mohammad Yahya,3753714927f18437,Steven Nguyen,69037fc7730e4225,Featherweight,0,KO/TKO,2,300,3,Jason Herzog
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,017a825c7820d12e,Davey Grant,113df4fde64735c6,Da'Mon Blackshear,da22387a0407a2dc,Bantamweight,0,Decision - Unanimous,3,300,3,Jason Herzog
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,f9dac7702609669f,Ibo Aslan,6e8f1bcdda94ff45,Billy Elekana,07a74004d964c7f4,Light Heavyweight,0,Decision - Unanimous,3,300,3,Jim Perdios
UFC Fight Night: Whittaker vs. De Ridder,28d8638ea0a71908,0a598768f5c8d540,Martin Buday,8eb046f83e82bf26,Marcus Buchecha,095854a135e6db55,Heavyweight,0,Decision - Unanimous,3,300,3,Jim Perdios
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,f368475c366c6d85,Calvin Kattar,751de04455cfaac0,Steve Garcia,97cf1a2c7c5e7889,Featherweight,0,Decision - Unanimous,3,300,3,Jason Herzog
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,0adfc21045c02555,Derrick Lewis,d3df1add9d9a7efb,Tallison Teixeira,17923f676f100e16,Heavyweight,0,KO/TKO,1,35,5,Jason Herzog
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,4e5d4a36eaaa3a78,Nate Landwehr,583ee11abddfc581,Morgan Charriere,5b03b61f9d90125e,Featherweight,0,KO/TKO,3,27,3,Blake Grice
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,2a03bc4c491b4c9a,Stephen Thompson,4a28cb716c19157a,Gabriel Bonfim,01641ba5df0c69b0,Welterweight,0,Decision - Split,3,300,3,Blake Grice
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,b19bf99c7eb796bc,Junior Tafa,c15fa95b9a12fde4,Tuco Tokkos,3e8118c1ab52f211,Light Heavyweight,0,Submission,2,265,3,Eric McMahon
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,d5e3be7a07c48b08,Jake Matthews,a845f0735bc67405,Chidi Njokuani,c68c68efaa5ca6ef,Welterweight,0,Submission,1,69,3,Jimmy Neely
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,4b75d3b7738cb278,Vitor Petrino,71171fc96445bf65,Austen Lane,be9bdec19b7e9ffe,Heavyweight,0,Submission,1,256,3,Jimmy Neely
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,5c650ae2193ab1bc,Kennedy Nzechukwu,8667caa0451d245b,Valter Walker,f5779a2303ed76ec,Heavyweight,0,Submission,1,54,3,Eric McMahon
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,236f811290163dca,Max Griffin,b0d6a1d8ac3d563d,Chris Curtis,5442f1bc4b47eaf3,Welterweight,0,Decision - Split,3,300,3,Justin Brown
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,46bc1338a50cbeac,Lauren Murphy,729d4bd5a6cd0a97,Eduarda Moura,de594b35c45c2e9a,Flyweight,0,Decision - Unanimous,3,300,3,Blake Grice
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,7f33fbdc35afd721,Mitch Ramirez,e99eb0ef25885de5,Mike Davis,fb3e61720be4690c,Lightweight,0,KO/TKO,2,248,3,Justin Brown
UFC Fight Night: Taira vs. Park,f2c934689243fe4e,426a69e343822ab3,Mateusz Rebecki,849c5d9979df5357,Chris Duncan,fd406a32a6fb3a29,Lightweight,0,Decision - Unanimous,3,300,3,Kerry Hatley
UFC Fight Night: Taira vs. Park,f2c934689243fe4e,282c8c6c1ed82bfb,Tatsuro Taira,4461d7e47375a895,HyunSung Park,b671bdf981ad527d,Flyweight,0,Submission,2,66,5,Mark Smith
UFC Fight Night: Lewis vs. Teixeira,7b03d9df5910917d,120d66cb0da0f3c3,Fatima Kline,745fa7b605f8e2da,Melissa Martinez,3f4c3bc822bea45d,Flyweight,0,KO/TKO,3,156,3,Jimmy Neely
UFC Fight Night: Taira vs. Park,f2c934689243fe4e,878941394f9e3538,Elves Brener,48a9a128784d53d1,Esteban Ribovics,323d4ca260dfa0ba,Lightweight,0,Decision - Unanimous,3,300,3,Chris Tognoni
UFC Fight Night: Taira vs. Park,f2c934689243fe4e,ac57250e3de89d5d,Neil Magny,84b3e7d38f2d2ec5,Elizeu Zaleski dos Santos,8adcbd525fab8d9b,Welterweight,0,KO/TKO,2,279,3,Mark Smith
UFC Fight Night: Taira vs. Park,f2c934689243fe4e,111e66eb922449e4,Danny Silva,d964a59c48381cb6,Kevin Vallejos,239d8e5359022f3b,Featherweight,0,Decision - Unanimous,3,300,3,Chris Tognoni
UFC Fight Night: Taira vs. Park,f2c934689243fe4e,c62ed8a6002b5360,Karol Rosa,351c4ec637380ad5,Nora Cornolle,f2b3f4ef3f780168,Bantamweight,0,Decision - Unanimous,3,300,3,Kerry Hatley
UFC Fight Night: Taira vs. Park,f2c934689243fe4e,b3c695728e177fd4,Nick Klein,7eaa5e31c2dd86aa,Andrey Pulyaev,22e07d3da1aa3475,Middleweight,0,KO/TKO,2,91,3,Chris Tognoni
UFC Fight Night: Taira vs. Park,f2c934689243fe4e,eeeffa7f514e0c0e,Rinya Nakamura,d8c811df0386d5e8,Nathan Fletcher,a2d342ffc83913ed,Bantamweight,0,KO/TKO,1,62,3,Kerry Hatley
UFC Fight Night: Taira vs. Park,f2c934689243fe4e,d98d6b2c13557a87,Piera Rodriguez,e375cb5caf4717b6,Ketlen Souza,8bd4200561c77a62,Flyweight,0,Decision - Split,3,300,3,Chris Tognoni
UFC Fight Night: Hill vs. Rountree Jr.,400c7b43c86d27d3,a1afc16e21d1a807,Rafael Fiziev,c814b4c899793af6,Ignacio Bahamondes,e4a47b07044ddd72,Lightweight,0,Decision - Unanimous,3,300,3,Marc Goddard
UFC Fight Night: Taira vs. Park,f2c934689243fe4e,45781930d64da456,Rodolfo Vieira,260e9e0d4954aea6,Tresean Gore,147e70aa6cc48cfc,Middleweight,0,Decision - Unanimous,3,300,3,Mark Smith
UFC Fight Night: Taira vs. Park,f2c934689243fe4e,07c2af68b6dbc4ec,Austin Bashi,d3f89fa685bd8420,John Yannis,450bcab0968562c4,Featherweight,0,Submission,1,219,3,Mark Smith
UFC Fight Night: Taira vs. Park,f2c934689243fe4e,b47db03affb279c3,Rafael Estevam,83455a9d17f57dae,Felipe Bunes,53c10176e3bc7416,Flyweight,0,Decision - Unanimous,3,300,3,Kerry Hatley
UFC Fight Night: Hill vs. Rountree Jr.,400c7b43c86d27d3,36ec204f47e4d613,Tofiq Musayev,ae81a3ac7b260411,Myktybek Orolbai,bf2c8e01b07d3eb1,Catch Weight,0,Submission,1,275,3,Rich Mitchell
UFC Fight Night: Hill vs. Rountree Jr.,400c7b43c86d27d3,03bc32bdb5a33496,Jamahal Hill,5444c5a201d3ee5a,Khalil Rountree Jr.,749f572d1d3161fb,Light Heavyweight,0,Decision - Unanimous,5,300,5,Herb Dean
UFC Fight Night: Hill vs. Rountree Jr.,400c7b43c86d27d3,7513a00037094075,Nazim Sadykhov,ff62013d2fce6d13,Nikolas Motta,37f560436d745c18,Lightweight,0,KO/TKO,2,257,3,Lukasz Bosacki
UFC Fight Night: Hill vs. Rountree Jr.,400c7b43c86d27d3,8e5744c664fec3e9,Curtis Blaydes,fa6796c55d6c5440,Rizvan Kuniev,739fd4fbb5d862f4,Heavyweight,0,Decision - Split,3,300,3,Herb Dean
UFC Fight Night: Hill vs. Rountree Jr.,400c7b43c86d27d3,fff3218758c513b8,Daria Zhelezniakova,07047eb7d17fb0a2,Melissa Mullins,bd532e9a2b93870c,Bantamweight,0,Decision - Unanimous,3,300,3,Rich Mitchell
UFC Fight Night: Hill vs. Rountree Jr.,400c7b43c86d27d3,e512b80bbaea36c2,Seokhyeon Ko,4a07b1988477502c,Oban Elliott,6b56e94a59b7b134,Welterweight,0,Decision - Unanimous,3,300,3,Herb Dean
UFC Fight Night: Hill vs. Rountree Jr.,400c7b43c86d27d3,19764211af05674c,Muhammad Naimov,8d11d9c13e2ccdf7,Bogdan Grad,fb37795db81f93f3,Featherweight,0,Decision - Unanimous,3,300,3,Marc Goddard
UFC Fight Night: Hill vs. Rountree Jr.,400c7b43c86d27d3,2bfc0212f2cae65b,Irina Alekseeva,103e2e33a60683e1,Klaudia Sygula,9f5e3c20ce40b344,Bantamweight,0,Decision - Unanimous,3,300,3,Lukasz Bosacki
UFC Fight Night: Machado Garry vs. Prates,b2e3aca4cd363477,633f4b5ec767769d,Ian Machado Garry,442c9011034ae1fd,Carlos Prates,7ee0fd831c0fe7c3,Welterweight,0,Decision - Unanimous,5,300,5,Dan Miragliotta
UFC Fight Night: Hill vs. Rountree Jr.,400c7b43c86d27d3,8c140756bf43dcc2,Tagir Ulanbekov,f00ac08ab056af5d,Azat Maksum,7f1bf0c255ec8756,Flyweight,0,Decision - Unanimous,3,300,3,Rich Mitchell
UFC Fight Night: Hill vs. Rountree Jr.,400c7b43c86d27d3,a12d3a6c8aaf87ca,Hamdy Abdelwahab,3329d692aea4dc28,Mohammed Usman,da7f113b5ea39c43,Heavyweight,0,Decision - Unanimous,3,300,3,Marc Goddard
UFC Fight Night: Hill vs. Rountree Jr.,400c7b43c86d27d3,5fcf18bcd2a020f1,Ismail Naurdiev,6a96ad1bc34fb113,JunYong Park,285ae0b4a68221f4,Middleweight,0,Decision - Unanimous,3,300,3,Lukasz Bosacki
UFC Fight Night: Machado Garry vs. Prates,b2e3aca4cd363477,4072abf0b0c179f2,Giga Chikadze,9560ff14eb3129f7,David Onama,ffe9703408fb5964,Featherweight,0,Decision - Unanimous,3,300,3,Keith Peterson
UFC Fight Night: Machado Garry vs. Prates,b2e3aca4cd363477,62fbdd4f0bcd3c2a,Ikram Aliskerov,b07aed698fba8624,Andre Muniz,886264a0c9f4ea5e,Middleweight,0,KO/TKO,1,294,3,Jason Herzog
UFC Fight Night: Machado Garry vs. Prates,b2e3aca4cd363477,a526a72ade275f46,Anthony Smith,d4c9dcd330403612,Zhang Mingyang,8a65fd9ba31fd3f7,Light Heavyweight,0,KO/TKO,1,243,3,Jason Herzog
UFC Fight Night: Machado Garry vs. Prates,b2e3aca4cd363477,fbf83609dc96f32e,Randy Brown,c6aee362c7a7d482,Nicolas Dalby,9d19d9e4aa2662e8,Welterweight,0,KO/TKO,2,99,3,Keith Peterson
UFC Fight Night: Machado Garry vs. Prates,b2e3aca4cd363477,9bbd45774fb4a6eb,Michel Pereira,595db60957de51d3,Abus Magomedov,36b8f265bcd1b7a4,Middleweight,0,Decision - Unanimous,3,300,3,Nick Berens
UFC Fight Night: Machado Garry vs. Prates,b2e3aca4cd363477,97770b38df67b276,Evan Elder,d9a56ecb6e94f02e,Gauge Young,b2a78df161bd67f9,Lightweight,0,Decision - Unanimous,3,300,3,Nick Berens
UFC Fight Night: Machado Garry vs. Prates,b2e3aca4cd363477,7d51649373d42571,Da'Mon Blackshear,da22387a0407a2dc,Alatengheili,1897b7b913736a7c,Bantamweight,0,Decision - Unanimous,3,300,3,Jason Herzog
UFC Fight Night: Machado Garry vs. Prates,b2e3aca4cd363477,d8d22dcc1f6912e7,Matt Schnell,67c1d46f4ed16f9e,Jimmy Flick,09e62c450e754913,Flyweight,0,Decision - Unanimous,3,300,3,Dan Miragliotta
UFC Fight Night: Machado Garry vs. Prates,b2e3aca4cd363477,e7b3ca036835b7c2,Jaqueline Amorim,bc7d1ad49fcb2d08,Polyana Viana,9673a497a9da119a,Flyweight,0,Submission,2,109,3,Dan Miragliotta
UFC Fight Night: Machado Garry vs. Prates,b2e3aca4cd363477,6f3cb7ce84185dd3,Chris Gutierrez,45f0cc9d18f35137,John Castaneda,5fa2974cbd18e05c,Featherweight,0,Decision - Split,3,300,3,Keith Peterson
UFC Fight Night: Machado Garry vs. Prates,b2e3aca4cd363477,c2c20a04a78d9143,Malcolm Wellmaker,2e45d08b3f2f02c8,Cameron Saaiman,3c8a5200436e19f3,Bantamweight,0,KO/TKO,1,119,3,Zach Teiberis
UFC Fight Night: Machado Garry vs. Prates,b2e3aca4cd363477,23201d09a78d446d,Timmy Cuamba,0e46690e55a8df75,Roberto Romero,15ea371202eb25e1,Featherweight,0,KO/TKO,2,235,3,Nick Berens
UFC 315: Muhammad vs. Della Maddalena,118463dd8db16e7f,b873c116e39c9920,Belal Muhammad,b1b0729d27936f2f,Jack Della Maddalena,6b453bc35a823c3f,Welterweight,1,Decision - Unanimous,5,300,5,Jason Herzog
UFC Fight Night: Machado Garry vs. Prates,b2e3aca4cd363477,7fd6770fe2d4f258,Chelsea Chandler,af9efbfd63d39734,Joselyne Edwards,f9ab66e67240db7b,Bantamweight,0,KO/TKO,1,151,3,Zach Teiberis
UFC 315: Muhammad vs. Della Maddalena,118463dd8db16e7f,4db2d86ebe8c8abd,Jessica Andrade,6a1901c62ab3870f,Jasmine Jasudavicius,a9e260472d321361,Flyweight,0,Submission,1,160,3,Jason Herzog
UFC 315: Muhammad vs. Della Maddalena,118463dd8db16e7f,0f53eb509d0ffeb9,Alexa Grasso,e8b731feff72294b,Natalia Silva,262d32ebda89efc4,Flyweight,0,Decision - Unanimous,3,300,3,Erick Philippeaux
UFC 315: Muhammad vs. Della Maddalena,118463dd8db16e7f,9e9d1764a015f313,Valentina Shevchenko,132deb59abae64b1,Manon Fiorot,34ff304266360297,Flyweight,1,Decision - Unanimous,5,300,5,Marc Goddard
UFC 315: Muhammad vs. Della Maddalena,118463dd8db16e7f,c7190cd03e53fb61,Benoit Saint Denis,c2299ec916bc7c56,Kyle Prepolec,873626e5547b5235,Lightweight,0,Submission,2,155,3,Luc Lefebvre
UFC 315: Muhammad vs. Della Maddalena,118463dd8db16e7f,891b2faf1bff38ee,Jose Aldo,d0f3959b4a9747e6,Aiemann Zahabi,24656ef4d605c96f,Featherweight,0,Decision - Unanimous,3,300,3,Dan Miragliotta
UFC 315: Muhammad vs. Della Maddalena,118463dd8db16e7f,6ecfa439ef900bcc,Marc-Andre Barriault,8e9eb3fc86db0f7d,Bruno Silva,12ebd7d157e91701,Middleweight,0,KO/TKO,1,87,3,Luc Lefebvre
UFC 315: Muhammad vs. Della Maddalena,118463dd8db16e7f,2521234a4bf7c615,Mike Malott,dd6103dd7127db1d,Charles Radtke,feedf3053472fe56,Welterweight,0,KO/TKO,2,26,3,Marc Goddard
UFC Fight Night: Dolidze vs. Hernandez,6cd3dfc54f01287f,37d58369782cb86b,Steve Erceg,32ab52e5de93092d,Ode Osbourne,6d68c1afe954f121,Bantamweight,0,Decision - Unanimous,3,300,3,Mark Smith
UFC Fight Night: Dolidze vs. Hernandez,6cd3dfc54f01287f,646c79a7ecd12e5f,Iasmin Lucindo,abcf2cc6efc42031,Angela Hill,f0feeb2192937424,Flyweight,0,Decision - Unanimous,3,300,3,Chris Tognoni
UFC Fight Night: Dolidze vs. Hernandez,6cd3dfc54f01287f,ed5383b50ffcdded,Miles Johns,46e0d677f91bacc0,Jean Matsumoto,ffd3224638c01b57,Bantamweight,0,Decision - Split,3,300,3,Herb Dean
UFC Fight Night: Dolidze vs. Hernandez,6cd3dfc54f01287f,75a84211f50c53f5,Eryk Anders,cad24459b28592ca,Christian Leroy Duncan,a93f94c923c3a9cb,Middleweight,0,KO/TKO,1,233,3,Mark Smith
UFC Fight Night: Dolidze vs. Hernandez,6cd3dfc54f01287f,98d6771af9b0ebe5,Andre Fili,8fd808923cffff82,Christian Rodriguez,5ec591b78349ba7e,Featherweight,0,Decision - Split,3,300,3,Mike Beltran
UFC 315: Muhammad vs. Della Maddalena,118463dd8db16e7f,c812457a810dde39,Modestas Bukauskas,476fe566d2df676e,Ion Cutelaba,cd13728ae1151f46,Light Heavyweight,0,Decision - Split,3,300,3,Dan Miragliotta
UFC 315: Muhammad vs. Della Maddalena,118463dd8db16e7f,99aa1f28e22bb6dd,Navajo Stirling,b4b496ec2197ee3e,Ivan Erslan,64ad3e3b0efa30bb,Light Heavyweight,0,Decision - Unanimous,3,300,3,Erick Philippeaux
UFC 315: Muhammad vs. Della Maddalena,118463dd8db16e7f,0e0a4282cd6c86d7,Daniel Santos,b67d6bacc68d4c92,JeongYeong Lee,d008d785f6347dc2,Featherweight,0,Decision - Unanimous,3,300,3,Marc Goddard
UFC Fight Night: Dolidze vs. Hernandez,6cd3dfc54f01287f,68fe62bac7fd8bb0,Roman Dolidze,327d5f279895110d,Anthony Hernandez,093e1f5bb73850be,Middleweight,0,Submission,4,165,5,Herb Dean
UFC Fight Night: Dolidze vs. Hernandez,6cd3dfc54f01287f,ae7a8f19743e8154,Elijah Smith,7478b7f959ba61f5,Toshiomi Kazama,148bb103cfbf123e,Bantamweight,0,KO/TKO,1,250,3,Chris Tognoni
UFC Fight Night: Dolidze vs. Hernandez,6cd3dfc54f01287f,aef44145740741b3,Joselyne Edwards,f9ab66e67240db7b,Priscila Cachoeira,b1e5bcaad32a3cac,Bantamweight,0,KO/TKO,1,144,3,Herb Dean
UFC Fight Night: Dolidze vs. Hernandez,6cd3dfc54f01287f,7d923267c44dd93b,Uros Medic,681399317dbf4701,Gilbert Urbina,b12fb759e02378de,Welterweight,0,KO/TKO,1,63,3,Mark Smith
UFC 315: Muhammad vs. Della Maddalena,118463dd8db16e7f,c20bd12ae7f04eff,Brad Katona,7b433309b0fd12aa,Bekzat Almakhan,a4dc0f2b95df4cc1,Bantamweight,0,KO/TKO,1,64,3,Jason Herzog
UFC Fight Night: Dolidze vs. Hernandez,6cd3dfc54f01287f,6ef50ed03b116b60,Gabriella Fernandes,a6eb54ae17a551be,Julija Stoliarenko,a78a87d8c2bbb1cb,Flyweight,0,Decision - Unanimous,3,300,3,Mike Beltran
UFC Fight Night: Dolidze vs. Hernandez,6cd3dfc54f01287f,857e8facd8ff7c36,Cody Brundage,f14f644d41ade29f,Eric McConico,9508cc6184cb2450,Light Heavyweight,0,Decision - Split,3,300,3,Chris Tognoni
UFC Fight Night: Dolidze vs. Hernandez,6cd3dfc54f01287f,3d6571790c21527c,Julius Walker,6add18754930182b,Rafael Cerqueira,09a4447655fd4b7b,Light Heavyweight,0,Decision - Unanimous,3,300,3,Mike Beltran
UFC Fight Night: Burns vs. Morales,8ad022dd81224f61,a81ad236a2f221f2,Gilbert Burns,23024fdfc966410a,Michael Morales,c32aeb1a59e6272d,Welterweight,0,KO/TKO,1,219,5,Herb Dean
UFC Fight Night: Burns vs. Morales,8ad022dd81224f61,8ba31cf0b3164b72,Jared Gordon,7026eca45f65377b,Thiago Moises,d945aae53e3e54e6,Lightweight,0,KO/TKO,1,217,3,Kerry Hatley
UFC Fight Night: Burns vs. Morales,8ad022dd81224f61,fe2acfdaaaec3dba,Julian Erosa,902ec2cc48c8ae8a,Melquizael Costa,20bccc9bb4ceb23e,Featherweight,0,Decision - Unanimous,3,300,3,Herb Dean
UFC Fight Night: Burns vs. Morales,8ad022dd81224f61,a9a6cca4bbf7a5db,Gabe Green,5eb50529a8418b77,Matheus Camilo,72f890c5d421e705,Lightweight,0,Submission,2,223,3,Jason Herzog
UFC Fight Night: Burns vs. Morales,8ad022dd81224f61,dcb27eef6441268c,Sodiq Yusuff,94426bb170c88115,Mairon Santos,480779d7f9a424d3,Lightweight,0,Decision - Unanimous,3,300,3,Kerry Hatley
UFC Fight Night: Burns vs. Morales,8ad022dd81224f61,b3044bf646306e7f,Dustin Stoltzfus,71505842fb6455c3,Nursulton Ruziboev,49d2a08964c5eb11,Middleweight,0,Decision - Unanimous,3,300,3,Chris Tognoni
UFC Fight Night: Burns vs. Morales,8ad022dd81224f61,f75fe8b384b0db11,Luana Santos,5078e1dacf9d25f4,Tainara Lisboa,2c5f5749569eef66,Bantamweight,0,Submission,2,299,3,Herb Dean
UFC Fight Night: Burns vs. Morales,8ad022dd81224f61,18a7dc86279066f8,HyunSung Park,b671bdf981ad527d,Carlos Hernandez,798e48f9e7f6ba22,Flyweight,0,Submission,1,146,3,Kerry Hatley
UFC Fight Night: Burns vs. Morales,8ad022dd81224f61,d6e2bc6e6c0cc4fe,Yadier del Valle,70380ccdc81915b8,Connor Matthews,36e78278a77006d4,Featherweight,0,Submission,1,174,3,Chris Tognoni
UFC Fight Night: Burns vs. Morales,8ad022dd81224f61,66887532be2de5ee,Elise Reed,ac7c765882f2c68c,Denise Gomes,cffb87059e645bd1,Flyweight,0,KO/TKO,2,30,3,Jason Herzog
UFC Fight Night: Burns vs. Morales,8ad022dd81224f61,afdd95ae7b7cdb0c,Tecia Pennington,31ef8b67e13495b3,Luana Pinheiro,a3a542074109b347,Flyweight,0,Decision - Unanimous,3,300,3,Chris Tognoni
UFC Fight Night: Sandhagen vs. Figueiredo,de20ffb3fc2e7629,380242601a2c5991,Reinier de Ridder,d549cefc7c54ab78,Bo Nickal,35673bf5204524ee,Middleweight,0,KO/TKO,2,113,3,Mike Beltran
UFC Fight Night: Sandhagen vs. Figueiredo,de20ffb3fc2e7629,9b3bade95e1dd484,Cory Sandhagen,65f09bacd3957381,Deiveson Figueiredo,aa72b0f831d0bfe5,Bantamweight,0,KO/TKO,2,248,5,Dan Miragliotta
UFC Fight Night: Sandhagen vs. Figueiredo,de20ffb3fc2e7629,5ce29056e0cd2df9,Montel Jackson,cc1a8b4b38b92c6d,Daniel Marcos,850266b3dc4e506e,Bantamweight,0,Decision - Unanimous,3,300,3,Gary Copeland
UFC Fight Night: Sandhagen vs. Figueiredo,de20ffb3fc2e7629,6ccd10adc968e1f0,Cameron Smotherman,5c84f673b7bb7c15,Serhiy Sidey,1a2bf44edb8055b6,Bantamweight,0,Decision - Unanimous,3,300,3,Dan Miragliotta
UFC Fight Night: Sandhagen vs. Figueiredo,de20ffb3fc2e7629,191ee545160a4e09,Santiago Ponzinibbio,6d1bffff14897645,Daniel Rodriguez,8a1f3b5c526cd6e6,Welterweight,0,KO/TKO,3,72,3,Kevin MacDonald
UFC Fight Night: Sandhagen vs. Figueiredo,de20ffb3fc2e7629,9039959b41901412,Jeremy Stephens,18968f97ad34f15c,Mason Jones,f6ad6a1e4d600e0d,Lightweight,0,Decision - Unanimous,3,300,3,Mike Beltran
UFC Fight Night: Sandhagen vs. Figueiredo,de20ffb3fc2e7629,2707dc2245335cc1,Yana Santos,3143bf892608139a,Miesha Tate,b96619b3acd7d9da,Bantamweight,0,Decision - Unanimous,3,300,3,Kevin MacDonald
UFC Fight Night: Sandhagen vs. Figueiredo,de20ffb3fc2e7629,77ed474dfc5359ea,Ryan Loder,d5bab53a1a603aac,Azamat Bekoev,3bc3f60b21cddc6a,Middleweight,0,KO/TKO,1,164,3,Gary Copeland
UFC Fight Night: Sandhagen vs. Figueiredo,de20ffb3fc2e7629,97b32ff27fd457a8,Gaston Bolanos,96924b0019b3aff1,Quang Le,32feae6d9a1e5047,Bantamweight,0,Submission,2,114,3,Tyrone Roberts
